reference	n	word	strongs	morphology	tvm_code
Revelation 3:19	6	και	G2532	CONJ	
Revelation 3:19	7	παιδευω	G3811	V-PAI-1S	5719
Revelation 3:19	8	ζηλωσον	G2206	V-AAM-2S	5657
Revelation 3:19	9	ουν	G3767	CONJ	
Revelation 3:19	10	και	G2532	CONJ	
Revelation 3:19	11	μετανοησον	G3340	V-AAM-2S	5657
Revelation 3:20	1	ιδου	G3708	V-2AMM-2S	5640
Revelation 3:20	2	εστηκα	G2476	V-RAI-1S	5758
Revelation 3:20	3	επι	G1909	PREP	
Revelation 3:20	4	την	G3588	T-ASF	
Revelation 3:20	5	θυραν	G2374	N-ASF	
Revelation 3:20	6	και	G2532	CONJ	
Revelation 3:20	7	κρουω	G2925	V-PAI-1S	5719
Revelation 3:20	8	εαν	G1437	COND	
Revelation 3:20	9	τις	G5100	X-NSM	
Revelation 3:20	10	ακουση	G0191	V-AAS-3S	5661
Revelation 3:20	11	της	G3588	T-GSF	
Revelation 3:20	12	φωνης	G5456	N-GSF	
Revelation 3:20	13	μου	G1473	P-1GS	
Revelation 3:20	14	και	G2532	CONJ	
Revelation 3:20	15	ανοιξη	G0455	V-AAS-3S	5661
Revelation 3:20	16	την	G3588	T-ASF	
Revelation 3:20	17	θυραν	G2374	N-ASF	
Revelation 3:20	18	εισελευσομαι	G1525	V-FDI-1S	5695
Revelation 3:20	19	προς	G4314	PREP	
Revelation 3:20	20	αυτον	G0846	P-ASM	
Revelation 3:20	21	και	G2532	CONJ	
Revelation 3:20	22	δειπνησω	G1172	V-FAI-1S	5692
Revelation 3:20	23	μετ	G3326	PREP	
Revelation 3:20	24	αυτου	G0846	P-GSM	
Revelation 3:20	25	και	G2532	CONJ	
Revelation 3:20	26	αυτος	G0846	P-NSM	
Revelation 3:20	27	μετ	G3326	PREP	
Revelation 3:20	28	εμου	G1473	P-1GS	
Revelation 3:21	1	ο	G3588	T-NSM	
Revelation 3:21	2	νικων	G3528	V-PAP-NSM	5723
Revelation 3:21	3	δωσω	G1325	V-FAI-1S	5692
Revelation 3:21	4	αυτω	G0846	P-DSM	
Revelation 3:21	5	καθισαι	G2523	V-AAN	5658
Revelation 3:21	6	μετ	G3326	PREP	
Revelation 3:21	7	εμου	G1473	P-1GS	
Revelation 3:21	8	εν	G1722	PREP	
Revelation 3:21	9	τω	G3588	T-DSM	
Revelation 3:21	10	θρονω	G2362	N-DSM	
Revelation 3:21	11	μου	G1473	P-1GS	
Revelation 3:21	12	ως	G5613	ADV	
Revelation 3:21	13	καγω	G2504	P-1NS-K	
Revelation 3:21	14	ενικησα	G3528	V-AAI-1S	5656
Revelation 3:21	15	και	G2532	CONJ	
Revelation 3:21	16	εκαθισα	G2523	V-AAI-1S	5656
Revelation 3:21	17	μετα	G3326	PREP	
Revelation 3:21	18	του	G3588	T-GSM	
Revelation 3:21	19	πατρος	G3962	N-GSM	
Revelation 3:21	20	μου	G1473	P-1GS	
Revelation 3:21	21	εν	G1722	PREP	
Revelation 3:21	22	τω	G3588	T-DSM	
Revelation 3:21	23	θρονω	G2362	N-DSM	
Revelation 3:21	24	αυτου	G0846	P-GSM	
Revelation 3:22	1	ο	G3588	T-NSM	
Revelation 3:22	2	εχων	G2192	V-PAP-NSM	5723
Revelation 3:22	3	ους	G3775	N-ASN	
Revelation 3:22	4	ακουσατω	G0191	V-AAM-3S	5657
Revelation 3:22	5	τι	G5101	I-ASN	
Revelation 3:22	6	το	G3588	T-NSN	
Revelation 3:22	7	πνευμα	G4151	N-NSN	
Revelation 3:22	8	λεγει	G3004	V-PAI-3S	5719
Revelation 3:22	9	ταις	G3588	T-DPF	
Revelation 3:22	10	εκκλησιαις	G1577	N-DPF	
Revelation 4:1	1	μετα	G3326	PREP	
Revelation 4:1	2	ταυτα	G3778	D-APN	
Revelation 4:1	3	ειδον	G3708	V-2AAI-1S	5627
Revelation 4:1	4	και	G2532	CONJ	
Revelation 4:1	5	ιδου	G3708	V-2AMM-2S	5640
Revelation 4:1	6	θυρα	G2374	N-NSF	
Revelation 4:1	7	ηνεωγμενη	G0455	V-RPP-NSF	5772
Revelation 4:1	8	εν	G1722	PREP	
Revelation 4:1	9	τω	G3588	T-DSM	
Revelation 4:1	10	ουρανω	G3772	N-DSM	
Revelation 4:1	11	και	G2532	CONJ	
Revelation 4:1	12	η	G3588	T-NSF	
Revelation 4:1	13	φωνη	G5456	N-NSF	
Revelation 4:1	14	η	G3588	T-NSF	
Revelation 4:1	15	πρωτη	G4413	A-NSF-S	
Revelation 4:1	16	ην	G3739	R-ASF	
Revelation 4:1	17	ηκουσα	G0191	V-AAI-1S	5656
Revelation 4:1	18	ως	G5613	ADV	
Revelation 4:1	19	σαλπιγγος	G4536	N-GSF	
Revelation 4:1	20	λαλουσης	G2980	V-PAP-GSF	5723
Revelation 4:1	21	μετ	G3326	PREP	
Revelation 4:1	22	εμου	G1473	P-1GS	
Revelation 4:1	23	λεγουσα	G3004	V-PAP-NSF	5723
Revelation 4:1	24	αναβα	G0305	V-2AAM-2S	5628
Revelation 4:1	25	ωδε	G5602	ADV	
Revelation 4:1	26	και	G2532	CONJ	
Revelation 4:1	27	δειξω	G1166	V-FAI-1S	5692
Revelation 4:1	28	σοι	G4771	P-2DS	
Revelation 4:1	29	α	G3739	R-APN	
Revelation 4:1	30	δει	G1163	V-PAI-3S	5719
Revelation 4:1	31	γενεσθαι	G1096	V-2ADN	5635
Revelation 4:1	32	μετα	G3326	PREP	
Revelation 4:1	33	ταυτα	G3778	D-APN	
Revelation 4:2	1	και	G2532	CONJ	
Revelation 4:2	2	ευθεως	G2112	ADV	
Revelation 4:2	3	εγενομην	G1096	V-2ADI-1S	5633
Revelation 4:2	4	εν	G1722	PREP	
Revelation 4:2	5	πνευματι	G4151	N-DSN	
Revelation 4:2	6	και	G2532	CONJ	
Revelation 4:2	7	ιδου	G3708	V-2AMM-2S	5640
Revelation 4:2	8	θρονος	G2362	N-NSM	
Revelation 4:2	9	εκειτο	G2749	V-INI-3S	5711
Revelation 4:2	10	εν	G1722	PREP	
Revelation 4:2	11	τω	G3588	T-DSM	
Revelation 4:2	12	ουρανω	G3772	N-DSM	
Revelation 4:2	13	και	G2532	CONJ	
Revelation 4:2	14	επι	G1909	PREP	
Revelation 4:2	15	του	G3588	T-GSM	
Revelation 4:2	16	θρονου	G2362	N-GSM	
Revelation 4:2	17	καθημενος	G2521	V-PNP-NSM	5740
Revelation 4:3	1	και	G2532	CONJ	
Revelation 4:3	2	ο	G3588	T-NSM	
Revelation 4:3	3	καθημενος	G2521	V-PNP-NSM	5740
Revelation 4:3	4	ην	G1510	V-IAI-3S	5707
Revelation 4:3	5	ομοιος	G3664	A-NSM	
Revelation 4:3	6	ορασει	G3706	N-DSF	
Revelation 4:3	7	λιθω	G3037	N-DSM	
Revelation 4:3	8	ιασπιδι	G2393	N-DSF	
Revelation 4:3	9	και	G2532	CONJ	
Revelation 4:3	10	σαρδινω	G4555	N-DSM	
Revelation 4:3	11	και	G2532	CONJ	
Revelation 4:3	12	ιρις	G2463	N-NSF	
Revelation 4:3	13	κυκλοθεν	G2943	ADV	
Revelation 4:3	14	του	G3588	T-GSM	
Revelation 4:3	15	θρονου	G2362	N-GSM	
Revelation 4:3	16	ομοια	G3664	A-NSF	
Revelation 4:3	17	ορασει	G3706	N-DSF	
Revelation 4:3	18	σμαραγδινω	G4664	A-DSM	
Revelation 4:4	1	και	G2532	CONJ	
Revelation 4:4	2	κυκλοθεν	G2943	ADV	
Revelation 4:4	3	του	G3588	T-GSM	
Revelation 4:4	4	θρονου	G2362	N-GSM	
Revelation 4:4	5	θρονοι	G2362	N-NPM	
Revelation 4:4	6	εικοσι	G1501	A-NUI	
Revelation 4:4	7	και	G2532	CONJ	
Revelation 4:4	8	τεσσαρες	G5064	A-NPM	
Revelation 4:4	9	και	G2532	CONJ	
Revelation 4:4	10	επι	G1909	PREP	
Revelation 4:4	11	τους	G3588	T-APM	
Revelation 4:4	12	θρονους	G2362	N-APM	
Revelation 4:4	13	ειδον	G3708	V-2AAI-1S	5627
Revelation 4:4	14	τους	G3588	T-APM	
Revelation 4:4	15	εικοσι	G1501	A-NUI	
Revelation 4:4	16	και	G2532	CONJ	
Revelation 4:4	17	τεσσαρας	G5064	A-APM	
Revelation 4:4	18	πρεσβυτερους	G4245	A-APM-C	
Revelation 4:4	19	καθημενους	G2521	V-PNP-APM	5740
Revelation 4:4	20	περιβεβλημενους	G4016	V-RPP-APM	5772
Revelation 4:4	21	εν	G1722	PREP	
Revelation 4:4	22	ιματιοις	G2440	N-DPN	
Revelation 4:4	23	λευκοις	G3022	A-DPN	
Revelation 4:4	24	και	G2532	CONJ	
Revelation 4:4	25	εσχον	G2192	V-2AAI-3P	5627
Revelation 4:4	26	επι	G1909	PREP	
Revelation 4:4	27	τας	G3588	T-APF	
Revelation 4:4	28	κεφαλας	G2776	N-APF	
Revelation 4:4	29	αυτων	G0846	P-GPM	
Revelation 4:4	30	στεφανους	G4735	N-APM	
Revelation 4:4	31	χρυσους	G5552	A-APM	
Revelation 4:5	1	και	G2532	CONJ	
Revelation 4:5	2	εκ	G1537	PREP	
Revelation 4:5	3	του	G3588	T-GSM	
Revelation 4:5	4	θρονου	G2362	N-GSM	
Revelation 4:5	5	εκπορευονται	G1607	V-PNI-3P	5736
Revelation 4:5	6	αστραπαι	G0796	N-NPF	
Revelation 4:5	7	και	G2532	CONJ	
Revelation 4:5	8	βρονται	G1027	N-NPF	
Revelation 4:5	9	και	G2532	CONJ	
Revelation 4:5	10	φωναι	G5456	N-NPF	
Revelation 4:5	11	και	G2532	CONJ	
Revelation 4:5	12	επτα	G2033	A-NUI	
Revelation 4:5	13	λαμπαδες	G2985	N-NPF	
Revelation 4:5	14	πυρος	G4442	N-GSN	
Revelation 4:5	15	καιομεναι	G2545	V-PPP-NPF	5746
Revelation 4:5	16	ενωπιον	G1799	PREP	
Revelation 4:5	17	του	G3588	T-GSM	
Revelation 4:5	18	θρονου	G2362	N-GSM	
Revelation 4:5	19	αι	G3739	R-NPF	
Revelation 4:5	20	εισιν	G1510	V-PAI-3P	5719
Revelation 4:5	21	τα	G3588	T-NPN	
Revelation 4:5	22	επτα	G2033	A-NUI	
Revelation 4:5	23	πνευματα	G4151	N-NPN	
Revelation 4:5	24	του	G3588	T-GSM	
Revelation 4:5	25	θεου	G2316	N-GSM	
Revelation 4:6	1	και	G2532	CONJ	
Revelation 4:6	2	ενωπιον	G1799	PREP	
Revelation 4:6	3	του	G3588	T-GSM	
Revelation 4:6	4	θρονου	G2362	N-GSM	
Revelation 4:6	5	θαλασσα	G2281	N-NSF	
Revelation 4:6	6	υαλινη	G5193	A-NSF	
Revelation 4:6	7	ομοια	G3664	A-NSF	
Revelation 4:6	8	κρυσταλλω	G2930	N-DSM	
Revelation 4:6	9	και	G2532	CONJ	
Revelation 4:6	10	εν	G1722	PREP	
Revelation 4:6	11	μεσω	G3319	A-DSN	
Revelation 4:6	12	του	G3588	T-GSM	
Revelation 4:6	13	θρονου	G2362	N-GSM	
Revelation 4:6	14	και	G2532	CONJ	
Revelation 4:6	15	κυκλω	G2945	N-DSM	
Revelation 4:6	16	του	G3588	T-GSM	
Revelation 4:6	17	θρονου	G2362	N-GSM	
Revelation 4:6	18	τεσσαρα	G5064	A-NPN	
Revelation 4:6	19	ζωα	G2226	N-NPN	
Revelation 4:6	20	γεμοντα	G1073	V-PAP-NPN	5723
Revelation 4:6	21	οφθαλμων	G3788	N-GPM	
Revelation 4:6	22	εμπροσθεν	G1715	ADV	
Revelation 4:6	23	και	G2532	CONJ	
Revelation 4:6	24	οπισθεν	G3693	ADV	
Revelation 4:7	1	και	G2532	CONJ	
Revelation 4:7	2	το	G3588	T-NSN	
Revelation 4:7	3	ζωον	G2226	N-NSN	
Revelation 4:7	4	το	G3588	T-NSN	
Revelation 4:7	5	πρωτον	G4413	A-NSN-S	
Revelation 4:7	6	ομοιον	G3664	A-NSN	
Revelation 4:7	7	λεοντι	G3023	N-DSM	
Revelation 4:7	8	και	G2532	CONJ	
Revelation 4:7	9	το	G3588	T-NSN	
Revelation 4:7	10	δευτερον	G1208	A-NSN	
Revelation 4:7	11	ζωον	G2226	N-NSN	
Revelation 4:7	12	ομοιον	G3664	A-NSN	
Revelation 4:7	13	μοσχω	G3448	N-DSM	
Revelation 4:7	14	και	G2532	CONJ	
Revelation 4:7	15	το	G3588	T-NSN	
Revelation 4:7	16	τριτον	G5154	A-NSN	
Revelation 4:7	17	ζωον	G2226	N-NSN	
Revelation 4:7	18	εχον	G2192	V-PAP-NSN	5723
Revelation 4:7	19	το	G3588	T-ASN	
Revelation 4:7	20	προσωπον	G4383	N-ASN	
Revelation 4:7	21	ως	G5613	ADV	
Revelation 4:7	22	ανθρωπος	G0444	N-NSM	
Revelation 4:7	23	και	G2532	CONJ	
Revelation 4:7	24	το	G3588	T-NSN	
Revelation 4:7	25	τεταρτον	G5067	A-NSN	
Revelation 4:7	26	ζωον	G2226	N-NSN	
Revelation 4:7	27	ομοιον	G3664	A-NSN	
Revelation 4:7	28	αετω	G0105	N-DSM	
Revelation 4:7	29	πετωμενω	G4072	V-PNP-DSM	5740
Revelation 4:8	1	και	G2532	CONJ	
Revelation 4:8	2	τεσσαρα	G5064	A-NPN	
Revelation 4:8	3	ζωα	G2226	N-NPN	
Revelation 4:8	4	εν	G1520	A-NSN	
Revelation 4:8	5	καθ	G2596	PREP	
Revelation 4:8	6	εαυτο	G1438	F-3ASN	
Revelation 4:8	7	ειχον	G2192	V-IAI-3P	5707
Revelation 4:8	8	ανα	G0303	PREP	
Revelation 4:8	9	πτερυγας	G4420	N-APF	
Revelation 4:8	10	εξ	G1803	A-NUI	
Revelation 4:8	11	κυκλοθεν	G2943	ADV	
Revelation 4:8	12	και	G2532	CONJ	
Revelation 4:8	13	εσωθεν	G2081	ADV	
Revelation 4:8	14	γεμοντα	G1073	V-PAP-NPN	5723
Revelation 4:8	15	οφθαλμων	G3788	N-GPM	
Revelation 4:8	16	και	G2532	CONJ	
Revelation 4:8	17	αναπαυσιν	G0372	N-ASF	
Revelation 4:8	18	ουκ	G3756	PRT-N	
Revelation 4:8	19	εχουσιν	G2192	V-PAI-3P	5719
Revelation 4:8	20	ημερας	G2250	N-GSF	
Revelation 4:8	21	και	G2532	CONJ	
Revelation 4:8	22	νυκτος	G3571	N-GSF	
Revelation 4:8	23	λεγοντα	G3004	V-PAP-NPN	5723
Revelation 4:8	24	αγιος	G0040	A-NSM	
Revelation 4:8	25	αγιος	G0040	A-NSM	
Revelation 4:8	26	αγιος	G0040	A-NSM	
Revelation 4:8	27	κυριος	G2962	N-NSM	
Revelation 4:8	28	ο	G3588	T-NSM	
Revelation 4:8	29	θεος	G2316	N-NSM	
Revelation 4:8	30	ο	G3588	T-NSM	
Revelation 4:8	31	παντοκρατωρ	G3841	N-NSM	
Revelation 4:8	32	ο	G3588	T-NSM	
Revelation 4:8	33	ην	G1510	V-IAI-3S	5707
Revelation 4:8	34	και	G2532	CONJ	
Revelation 4:8	35	ο	G3588	T-NSM	
Revelation 4:8	36	ων	G1510	V-PAP-NSM	5723
Revelation 4:8	37	και	G2532	CONJ	
Revelation 4:8	38	ο	G3588	T-NSM	
Revelation 4:8	39	ερχομενος	G2064	V-PNP-NSM	5740
Revelation 4:9	1	και	G2532	CONJ	
Revelation 4:9	2	οταν	G3752	CONJ	
Revelation 4:9	3	δωσουσιν	G1325	V-FAI-3P	5692
Revelation 4:9	4	τα	G3588	T-NPN	
Revelation 4:9	5	ζωα	G2226	N-NPN	
Revelation 4:9	6	δοξαν	G1391	N-ASF	
Revelation 4:9	7	και	G2532	CONJ	
Revelation 4:9	8	τιμην	G5092	N-ASF	
Revelation 4:9	9	και	G2532	CONJ	
Revelation 4:9	10	ευχαριστιαν	G2169	N-ASF	
Revelation 4:9	11	τω	G3588	T-DSM	
Revelation 4:9	12	καθημενω	G2521	V-PNP-DSM	5740
Revelation 4:9	13	επι	G1909	PREP	
Revelation 4:9	14	του	G3588	T-GSM	
Revelation 4:9	15	θρονου	G2362	N-GSM	
Revelation 4:9	16	τω	G3588	T-DSM	
Revelation 4:9	17	ζωντι	G2198	V-PAP-DSM	5723
Revelation 4:9	18	εις	G1519	PREP	
Revelation 4:9	19	τους	G3588	T-APM	
Revelation 4:9	20	αιωνας	G0165	N-APM	
Revelation 4:9	21	των	G3588	T-GPM	
Revelation 4:9	22	αιωνων	G0165	N-GPM	
Revelation 4:10	1	πεσουνται	G4098	V-FNI-3P	5699
Revelation 4:10	2	οι	G3588	T-NPM	
Revelation 4:10	3	εικοσι	G1501	A-NUI	
Revelation 4:10	4	και	G2532	CONJ	
Revelation 4:10	5	τεσσαρες	G5064	A-NPM	
Revelation 4:10	6	πρεσβυτεροι	G4245	A-NPM-C	
Revelation 4:10	7	ενωπιον	G1799	PREP	
Revelation 4:10	8	του	G3588	T-GSM	
Revelation 4:10	9	καθημενου	G2521	V-PNP-GSM	5740
Revelation 4:10	10	επι	G1909	PREP	
Revelation 4:10	11	του	G3588	T-GSM	
Revelation 4:10	12	θρονου	G2362	N-GSM	
Revelation 4:10	13	και	G2532	CONJ	
Revelation 4:10	14	προσκυνουσιν	G4352	V-PAI-3P	5719
Revelation 4:10	15	τω	G3588	T-DSM	
Revelation 4:10	16	ζωντι	G2198	V-PAP-DSM	5723
Revelation 4:10	17	εις	G1519	PREP	
Revelation 4:10	18	τους	G3588	T-APM	
Revelation 4:10	19	αιωνας	G0165	N-APM	
Revelation 4:10	20	των	G3588	T-GPM	
Revelation 4:10	21	αιωνων	G0165	N-GPM	
Revelation 4:10	22	και	G2532	CONJ	
Revelation 4:10	23	βαλλουσιν	G0906	V-PAI-3P	5719
Revelation 4:10	24	τους	G3588	T-APM	
Revelation 4:10	25	στεφανους	G4735	N-APM	
Revelation 4:10	26	αυτων	G0846	P-GPM	
Revelation 4:10	27	ενωπιον	G1799	PREP	
Revelation 4:10	28	του	G3588	T-GSM	
Revelation 4:10	29	θρονου	G2362	N-GSM	
Revelation 4:10	30	λεγοντες	G3004	V-PAP-NPM	5723
Revelation 4:11	1	αξιος	G0514	A-NSM	
Revelation 4:11	2	ει	G1510	V-PAI-2S	5719
Revelation 4:11	3	κυριε	G2962	N-VSM	
Revelation 4:11	4	λαβειν	G2983	V-2AAN	5629
Revelation 4:11	5	την	G3588	T-ASF	
Revelation 4:11	6	δοξαν	G1391	N-ASF	
Revelation 4:11	7	και	G2532	CONJ	
Revelation 4:11	8	την	G3588	T-ASF	
Revelation 4:11	9	τιμην	G5092	N-ASF	
Revelation 4:11	10	και	G2532	CONJ	
Revelation 4:11	11	την	G3588	T-ASF	
Revelation 4:11	12	δυναμιν	G1411	N-ASF	
Revelation 4:11	13	οτι	G3754	CONJ	
Revelation 4:11	14	συ	G4771	P-2NS	
Revelation 4:11	15	εκτισας	G2936	V-AAI-2S	5656
Revelation 4:11	16	τα	G3588	T-APN	
Revelation 4:11	17	παντα	G3956	A-APN	
Revelation 4:11	18	και	G2532	CONJ	
Revelation 4:11	19	δια	G1223	PREP	
Revelation 4:11	20	το	G3588	T-ASN	
Revelation 4:11	21	θελημα	G2307	N-ASN	
Revelation 4:11	22	σου	G4771	P-2GS	
Revelation 4:11	23	εισιν	G1510	V-PAI-3P	5719
Revelation 4:11	24	και	G2532	CONJ	
Revelation 4:11	25	εκτισθησαν	G2936	V-API-3P	5681
Revelation 5:1	1	και	G2532	CONJ	
Revelation 5:1	2	ειδον	G3708	V-2AAI-1S	5627
Revelation 5:1	3	επι	G1909	PREP	
Revelation 5:1	4	την	G3588	T-ASF	
Revelation 5:1	5	δεξιαν	G1188	A-ASF	
Revelation 5:1	6	του	G3588	T-GSM	
Revelation 5:1	7	καθημενου	G2521	V-PNP-GSM	5740
Revelation 5:1	8	επι	G1909	PREP	
Revelation 5:1	9	του	G3588	T-GSM	
Revelation 5:1	10	θρονου	G2362	N-GSM	
Revelation 5:1	11	βιβλιον	G0975	N-ASN	
Revelation 5:1	12	γεγραμμενον	G1125	V-RPP-ASN	5772
Revelation 5:1	13	εσωθεν	G2081	ADV	
Revelation 5:1	14	και	G2532	CONJ	
Revelation 5:1	15	οπισθεν	G3693	ADV	
Revelation 5:1	16	κατεσφραγισμενον	G2696	V-RPP-ASN	5772
Revelation 5:1	17	σφραγισιν	G4973	N-DPF	
Revelation 5:1	18	επτα	G2033	A-NUI	
Revelation 5:2	1	και	G2532	CONJ	
Revelation 5:2	2	ειδον	G3708	V-2AAI-1S	5627
Revelation 5:2	3	αγγελον	G0032	N-ASM	
Revelation 5:2	4	ισχυρον	G2478	A-ASM	
Revelation 5:2	5	κηρυσσοντα	G2784	V-PAP-ASM	5723
Revelation 5:2	6	φωνη	G5456	N-DSF	
Revelation 5:2	7	μεγαλη	G3173	A-DSF	
Revelation 5:2	8	τις	G5101	I-NSM	
Revelation 5:2	9	εστιν	G1510	V-PAI-3S	5719
Revelation 5:2	10	αξιος	G0514	A-NSM	
Revelation 5:2	11	ανοιξαι	G0455	V-AAN	5658
Revelation 5:2	12	το	G3588	T-ASN	
Revelation 5:2	13	βιβλιον	G0975	N-ASN	
Revelation 5:2	14	και	G2532	CONJ	
Revelation 5:2	15	λυσαι	G3089	V-AAN	5658
Revelation 5:2	16	τας	G3588	T-APF	
Revelation 5:2	17	σφραγιδας	G4973	N-APF	
Revelation 5:2	18	αυτου	G0846	P-GSN	
Revelation 5:3	1	και	G2532	CONJ	
Revelation 5:3	2	ουδεις	G3762	A-NSM-N	
Revelation 5:3	3	ηδυνατο	G1410	V-INI-3S-ATT	5711
Revelation 5:3	4	εν	G1722	PREP	
Revelation 5:3	5	τω	G3588	T-DSM	
Revelation 5:3	6	ουρανω	G3772	N-DSM	
Revelation 5:3	7	ουδε	G3761	CONJ-N	
Revelation 5:3	8	επι	G1909	PREP	
Revelation 5:3	9	της	G3588	T-GSF	
Revelation 5:3	10	γης	G1093	N-GSF	
Revelation 5:3	11	ουδε	G3761	CONJ-N	
Revelation 5:3	12	υποκατω	G5270	ADV	
Revelation 5:3	13	της	G3588	T-GSF	
Revelation 5:3	14	γης	G1093	N-GSF	
Revelation 5:3	15	ανοιξαι	G0455	V-AAN	5658
Revelation 5:3	16	το	G3588	T-ASN	
Revelation 5:3	17	βιβλιον	G0975	N-ASN	
Revelation 5:3	18	ουδε	G3761	CONJ-N	
Revelation 5:3	19	βλεπειν	G0991	V-PAN	5721
Revelation 5:3	20	αυτο	G0846	P-ASN	
Revelation 5:4	1	και	G2532	CONJ	
Revelation 5:4	2	εγω	G1473	P-1NS	
Revelation 5:4	3	εκλαιον	G2799	V-IAI-1S	5707
Revelation 5:4	4	πολλα	G4183	A-APN	
Revelation 5:4	5	οτι	G3754	CONJ	
Revelation 5:4	6	ουδεις	G3762	A-NSM-N	
Revelation 5:4	7	αξιος	G0514	A-NSM	
Revelation 5:4	8	ευρεθη	G2147	V-API-3S	5681
Revelation 5:4	9	ανοιξαι	G0455	V-AAN	5658
Revelation 5:4	10	και	G2532	CONJ	
Revelation 5:4	11	αναγνωναι	G0314	V-2AAN	5629
Revelation 5:4	12	το	G3588	T-ASN	
Revelation 5:4	13	βιβλιον	G0975	N-ASN	
Revelation 5:4	14	ουτε	G3777	CONJ-N	
Revelation 5:4	15	βλεπειν	G0991	V-PAN	5721
Revelation 5:4	16	αυτο	G0846	P-ASN	
Revelation 5:5	1	και	G2532	CONJ	
Revelation 5:5	2	εις	G1520	A-NSM	
Revelation 5:5	3	εκ	G1537	PREP	
Revelation 5:5	4	των	G3588	T-GPM	
Revelation 5:5	5	πρεσβυτερων	G4245	A-GPM-C	
Revelation 5:5	6	λεγει	G3004	V-PAI-3S	5719
Revelation 5:5	7	μοι	G1473	P-1DS	
Revelation 5:5	8	μη	G3361	PRT-N	
Revelation 5:5	9	κλαιε	G2799	V-PAM-2S	5720
Revelation 5:5	10	ιδου	G3708	V-2AMM-2S	5640
Revelation 5:5	11	ενικησεν	G3528	V-AAI-3S	5656
Revelation 5:5	12	ο	G3588	T-NSM	
Revelation 5:5	13	λεων	G3023	N-NSM	
Revelation 5:5	14	ο	G3588	T-NSM	
Revelation 5:5	15	ων	G1510	V-PAP-NSM	5723
Revelation 5:5	16	εκ	G1537	PREP	
Revelation 5:5	17	της	G3588	T-GSF	
Revelation 5:5	18	φυλης	G5443	N-GSF	
Revelation 5:5	19	ιουδα	G2448	N-GSM	
Revelation 5:5	20	η	G3588	T-NSF	
Revelation 5:5	21	ριζα	G4491	N-NSF	
Revelation 5:5	22	δαβιδ	G1138	N-PRI	
Revelation 5:5	23	ανοιξαι	G0455	V-AAN	5658
Revelation 5:5	24	το	G3588	T-ASN	
Revelation 5:5	25	βιβλιον	G0975	N-ASN	
Revelation 5:5	26	και	G2532	CONJ	
Revelation 5:5	27	λυσαι	G3089	V-AAN	5658
Revelation 5:5	28	τας	G3588	T-APF	
Revelation 5:5	29	επτα	G2033	A-NUI	
Revelation 5:5	30	σφραγιδας	G4973	N-APF	
Revelation 5:5	31	αυτου	G0846	P-GSN	
Revelation 5:6	1	και	G2532	CONJ	
Revelation 5:6	2	ειδον	G3708	V-2AAI-1S	5627
Revelation 5:6	3	και	G2532	CONJ	
Revelation 5:6	4	ιδου	G3708	V-2AMM-2S	5640
Revelation 5:6	5	εν	G1722	PREP	
Revelation 5:6	6	μεσω	G3319	A-DSN	
Revelation 5:6	7	του	G3588	T-GSM	
Revelation 5:6	8	θρονου	G2362	N-GSM	
Revelation 5:6	9	και	G2532	CONJ	
Revelation 5:6	10	των	G3588	T-GPN	
Revelation 5:6	11	τεσσαρων	G5064	A-GPN	
Revelation 5:6	12	ζωων	G2226	N-GPN	
Revelation 5:6	13	και	G2532	CONJ	
Revelation 5:6	14	εν	G1722	PREP	
Revelation 5:6	15	μεσω	G3319	A-DSN	
Revelation 5:6	16	των	G3588	T-GPM	
Revelation 5:6	17	πρεσβυτερων	G4245	A-GPM-C	
Revelation 5:6	18	αρνιον	G0721	N-ASN	
Revelation 5:6	19	εστηκος	G2476	V-RAP-ASN	5761
Revelation 5:6	20	ως	G5613	ADV	
Revelation 5:6	21	εσφαγμενον	G4969	V-RPP-ASN	5772
Revelation 5:6	22	εχον	G2192	V-PAP-ASN	5723
Revelation 5:6	23	κερατα	G2768	N-APN	
Revelation 5:6	24	επτα	G2033	A-NUI	
Revelation 5:6	25	και	G2532	CONJ	
Revelation 5:6	26	οφθαλμους	G3788	N-APM	
Revelation 5:6	27	επτα	G2033	A-NUI	
Revelation 5:6	28	οι	G3739	R-NPM	
Revelation 5:6	29	εισιν	G1510	V-PAI-3P	5719
Revelation 5:6	30	τα	G3588	T-NPN	
Revelation 5:6	31	επτα	G2033	A-NUI	
Revelation 5:6	32	του	G3588	T-GSM	
Revelation 5:6	33	θεου	G2316	N-GSM	
Revelation 5:6	34	πνευματα	G4151	N-NPN	
Revelation 5:6	35	τα	G3588	T-NPN	
Revelation 5:6	36	απεσταλμενα	G0649	V-RPP-NPN	5772
Revelation 5:6	37	εις	G1519	PREP	
Revelation 5:6	38	πασαν	G3956	A-ASF	
Revelation 5:6	39	την	G3588	T-ASF	
Revelation 5:6	40	γην	G1093	N-ASF	
Revelation 5:7	1	και	G2532	CONJ	
Revelation 5:7	2	ηλθεν	G2064	V-2AAI-3S	5627
Revelation 5:7	3	και	G2532	CONJ	
Revelation 5:7	4	ειληφεν	G2983	V-2RAI-3S	5754
Revelation 5:7	5	το	G3588	T-ASN	
Revelation 5:7	6	βιβλιον	G0975	N-ASN	
Revelation 5:7	7	εκ	G1537	PREP	
Revelation 5:7	8	της	G3588	T-GSF	
Revelation 5:7	9	δεξιας	G1188	A-GSF	
